layer,output_norm,yd_emb_norm
2,29.63512420654297,3.2341105937957764
2,29.74622917175293,3.2339401245117188
2,29.685544967651367,3.2337796688079834
2,29.6451416015625,3.2336206436157227
2,29.936969757080078,3.233483076095581
2,28.658357620239258,3.2333595752716064
2,28.684833526611328,3.2333595752716064
2,28.916954040527344,3.2333595752716064
2,29.15442657470703,3.2333595752716064
2,29.303607940673828,3.2333600521087646
2,29.045555114746094,3.2333595752716064
2,29.045555114746094,3.2333595752716064
2,29.296241760253906,3.2333595752716064
2,29.296241760253906,3.2333595752716064
2,28.800920486450195,3.2333595752716064
2,28.800920486450195,3.2333595752716064
2,28.814834594726562,3.2333595752716064
2,28.814834594726562,3.2333595752716064
2,29.43252182006836,3.2333595752716064
2,29.43252182006836,3.2333595752716064
2,29.8096923828125,3.2333595752716064
2,28.55453872680664,3.233269214630127
2,29.71860694885254,3.233184814453125
2,29.670495986938477,3.2330777645111084
2,29.769269943237305,3.2329399585723877
2,30.31287956237793,3.232781171798706
2,29.898700714111328,3.2326090335845947
2,29.59224510192871,3.232438325881958
2,29.975290298461914,3.232316017150879
2,29.432411193847656,3.2322587966918945
2,29.416086196899414,3.232213020324707
2,29.925901412963867,3.232171058654785
2,29.817520141601562,3.232118844985962
2,29.40837860107422,3.2320621013641357
2,29.206451416015625,3.231934070587158
2,29.101200103759766,3.2317473888397217
2,29.422895431518555,3.231567859649658
2,29.395864486694336,3.2314000129699707
2,29.439523696899414,3.231247901916504
2,28.950485229492188,3.2311275005340576
2,29.82291603088379,3.2310190200805664
2,28.940168380737305,3.2309014797210693
2,29.106740951538086,3.2308075428009033
2,30.147411346435547,3.2307255268096924
2,30.2978572845459,3.230632781982422
2,29.52090072631836,3.2305333614349365
2,29.649229049682617,3.2304012775421143
2,29.59661293029785,3.2302353382110596
2,29.244651794433594,3.2300851345062256
2,29.17087173461914,3.2299139499664307
2,28.84575653076172,3.2297885417938232
2,30.187849044799805,3.2296760082244873
2,29.804729461669922,3.229567050933838
2,29.194677352905273,3.2294559478759766
2,29.409706115722656,3.2293477058410645
2,29.434005737304688,3.229224681854248
2,29.92350959777832,3.229085922241211
2,30.17722511291504,3.2289340496063232
2,29.814088821411133,3.2287826538085938
2,29.501754760742188,3.2285916805267334
2,28.504243850708008,3.2283921241760254
2,28.571868896484375,3.2283921241760254
2,28.52104949951172,3.2283921241760254
2,28.890045166015625,3.2283921241760254
2,28.962114334106445,3.2283921241760254
2,28.823089599609375,3.2283921241760254
2,28.823089599609375,3.2283921241760254
2,28.92640495300293,3.2283921241760254
2,28.92640495300293,3.2283921241760254
2,28.630146026611328,3.2283921241760254
2,28.630146026611328,3.2283921241760254
2,28.778602600097656,3.2283921241760254
2,28.778602600097656,3.2283921241760254
2,29.018651962280273,3.2283921241760254
2,29.018651962280273,3.2283921241760254
2,29.347122192382812,3.2283921241760254
2,28.908788681030273,3.2281811237335205
2,29.050052642822266,3.227992534637451
2,29.610292434692383,3.227839231491089
2,29.872577667236328,3.227708578109741
2,29.323884963989258,3.2275967597961426
2,28.435688018798828,3.2274961471557617
2,28.543142318725586,3.2273740768432617
2,29.011390686035156,3.227242946624756
2,29.264362335205078,3.22709321975708
2,29.196868896484375,3.2269341945648193
2,29.626985549926758,3.2267465591430664
2,28.597429275512695,3.2265682220458984
2,29.024188995361328,3.2263906002044678
2,28.69670295715332,3.226223945617676
2,29.28384780883789,3.2260825634002686
2,29.67625617980957,3.2259411811828613
2,29.014301300048828,3.2258048057556152
2,28.6058349609375,3.2256686687469482
2,28.44657325744629,3.2255163192749023
2,28.221731185913086,3.2253494262695312
2,28.95001220703125,3.2251644134521484
2,29.100324630737305,3.224975824356079
2,29.344919204711914,3.22477650642395
2,28.593461990356445,3.2245776653289795
2,28.527984619140625,3.2244162559509277
2,28.682876586914062,3.224273204803467
2,29.268943786621094,3.2241177558898926
2,29.108779907226562,3.22397518157959
2,29.540199279785156,3.2238407135009766
2,29.285755157470703,3.2237234115600586
2,28.92185401916504,3.223583936691284
2,28.60496711730957,3.2234103679656982
2,28.375267028808594,3.2231993675231934
2,29.067798614501953,3.2229714393615723
2,29.026264190673828,3.2226998805999756
2,28.450824737548828,3.222421884536743
2,28.682722091674805,3.222160816192627
2,28.32456398010254,3.221980571746826
2,28.333900451660156,3.221853256225586
2,27.467304229736328,3.221726417541504
2,27.561479568481445,3.221726417541504
2,27.554481506347656,3.221726417541504
2,27.832120895385742,3.221726417541504
2,27.963218688964844,3.221726655960083
2,27.806371688842773,3.221726417541504
2,27.806371688842773,3.221726417541504
2,27.826265335083008,3.221726417541504
2,27.826265335083008,3.221726417541504
2,27.640878677368164,3.221726417541504
2,27.640878677368164,3.221726417541504
2,27.7745361328125,3.221726417541504
2,27.7745361328125,3.221726417541504
2,27.99637222290039,3.221726417541504
2,27.99637222290039,3.221726417541504
2,28.012453079223633,3.221726417541504
2,28.021366119384766,3.2216196060180664
2,27.63843536376953,3.221506118774414
2,28.070234298706055,3.2214133739471436
2,28.338897705078125,3.221292495727539
2,28.000999450683594,3.2211289405822754
2,27.98712158203125,3.2209548950195312
2,28.118833541870117,3.2207889556884766
